date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:45:11	32248/32248	U-----	200	untouched ('OK')	text/css	etag:%226000000069935-7df8-4f57f20fdd380%22	http://localhost/wuhbet/wp-content/plugins/revslider/rs-plugin/css/settings.css?rev=4.3.6&ver=4.7.2	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/plugins/revslider/rs-plugin/css/settings3fb5.css	(from http://localhost/wuhbet/)
17:45:11	7755/7755	U-----	200	untouched ('OK')	text/css	etag:%224000000068db8-1e4b-50ff661be30e3%22	http://localhost/wuhbet/wp-content/themes/enfold/css/grid.css?ver=2	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/themes/enfold/css/grid77ae.css	(from http://localhost/wuhbet/)
17:45:11	13517/13517	U-----	200	untouched ('OK')	text/css	etag:%224000000068db5-34cd-50ff655cf32c0%22	http://localhost/wuhbet/wp-content/themes/enfold/css/base.css?ver=2	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/themes/enfold/css/base77ae.css	(from http://localhost/wuhbet/)
17:45:11	87809/87809	U-----	200	untouched ('OK')	text/css	etag:%224000000068db9-15701-50ff666457e24%22	http://localhost/wuhbet/wp-content/themes/enfold/css/layout.css?ver=2	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/themes/enfold/css/layout77ae.css	(from http://localhost/wuhbet/)
17:45:11	156533/156533	U-----	200	untouched ('OK')	text/css	etag:%224000000068dbc-26375-50ff66a7dd0a5%22	http://localhost/wuhbet/wp-content/themes/enfold/css/shortcodes.css?ver=2	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/themes/enfold/css/shortcodes77ae.css	(from http://localhost/wuhbet/)
17:45:12	7640/7640	U-----	200	untouched ('OK')	text/css	etag:%224000000068f41-1dd8-50ff661be30e3%22	http://localhost/wuhbet/wp-content/themes/enfold/js/aviapopup/magnific-popup.css?ver=1	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/themes/enfold/js/aviapopup/magnific-popup68b3.css	(from http://localhost/wuhbet/)
17:45:12	18217/18217	U-----	200	untouched ('OK')	text/css	etag:%224000000068f5f-4729-50ff662021f83%22	http://localhost/wuhbet/wp-content/themes/enfold/js/mediaelement/skin-1/mediaelementplayer.css?ver=1	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/themes/enfold/js/mediaelement/skin-1/mediaelementplayer68b3.css	(from http://localhost/wuhbet/)
17:45:12	707/707	U-----	200	untouched ('OK')	text/css	etag:%224000000068db6-2c3-50ff64cc1923d%22	http://localhost/wuhbet/wp-content/themes/enfold/css/custom.css?ver=2	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/themes/enfold/css/custom77ae.css	(from http://localhost/wuhbet/)
17:45:12	4858/4858	U-----	200	untouched ('OK')	text/css	etag:%224000000068dba-12fa-50ff65b536e01%22	http://localhost/wuhbet/wp-content/themes/enfold/css/print.css?ver=1	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/themes/enfold/css/print68b3.css	(from http://localhost/wuhbet/)
17:45:13	97184/97184	U-----	200	untouched ('')	application/javascript	etag:%224000000068197-17ba0-5337eac0d4540%22	http://localhost/wuhbet/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-includes/js/jquery/jqueryb8ff.js	(from http://localhost/wuhbet/)
17:45:13	10056/10056	U-----	200	untouched ('')	application/javascript	etag:%224000000068191-2748-5333ff613c400%22	http://localhost/wuhbet/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://localhost/wuhbet/)
17:45:13	11839/11839	U--MC-	200	updated ('OK')	text/css	date:Sat,%2015%20Sep%202018%2014:45:11%20GMT	http://localhost/wuhbet/wp-content/plugins/revslider/rs-plugin/css/captions.php?rev=4.3.6&ver=4.7.2	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/plugins/revslider/rs-plugin/css/captions3fb5.css	(from http://localhost/wuhbet/)
17:45:13	4000/4000	U-----	200	untouched ('')	application/javascript	etag:%2240000000681a5-fa0-5405eff119880%22	http://localhost/wuhbet/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-includes/js/jquery/ui/core.mine899.js	(from http://localhost/wuhbet/)
17:45:14	1105/1105	U-----	200	untouched ('')	application/javascript	etag:%224000000068f37-451-50ff65865eb00%22	http://localhost/wuhbet/wp-content/themes/enfold/js/avia-compat.js?ver=2	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/themes/enfold/js/avia-compat77ae.js	(from http://localhost/wuhbet/)
17:45:14	85185/85185	U-----	200	untouched ('')	application/javascript	etag:%225000000069947-14cc1-4f7242cd6ca80%22	http://localhost/wuhbet/wp-content/plugins/revslider/rs-plugin/js/jquery.themepunch.plugins.min.js?rev=4.3.6&ver=4.7.2	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/plugins/revslider/rs-plugin/js/jquery.themepunch.plugins.min3fb5.js	(from http://localhost/wuhbet/)
17:45:14	100511/100511	U-----	200	untouched ('')	application/javascript	etag:%224000000069949-1889f-4f72425913800%22	http://localhost/wuhbet/wp-content/plugins/revslider/rs-plugin/js/jquery.themepunch.revolution.min.js?rev=4.3.6&ver=4.7.2	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/plugins/revslider/rs-plugin/js/jquery.themepunch.revolution.min3fb5.js	(from http://localhost/wuhbet/)
17:45:14	1045/1045	U-----	200	untouched ('')	application/xml	etag:%224000000068005-415-4ed4785da9bc0%22	http://localhost/wuhbet/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-includes/wlwmanifest.xml	(from http://localhost/wuhbet/)
17:45:16	843/843	U-----	200	untouched ('')	text/xml	date:Fri,%2014%20Sep%202018%2013:05:17%20GMT	http://localhost/wuhbet/xmlrpc.php?rsd	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/xmlrpc0db0.php	(from http://localhost/wuhbet/)
17:45:17	2208/2208	U-----	200	untouched ('')	application/json	date:Fri,%2014%20Sep%202018%2013:05:20%20GMT	http://localhost/wuhbet/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwuhbet%2F	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/index.php/wp-json/oembed/1.0/embedbdbc.json	(from http://localhost/wuhbet/)
17:45:17	47528/47528	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%224000000068cdf-b9a8-50ff6652b82a4%22	http://localhost/wuhbet/wp-content/themes/enfold/config-templatebuilder/avia-template-builder/assets/fonts/entypo-fontello.eot?v=3	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/themes/enfold/config-templatebuilder/avia-template-builder/assets/fonts/entypo-fontello30f4.eot	(from http://localhost/wuhbet/)
17:45:17	30804/30804	U-----	200	untouched ('')	application/x-font-woff	etag:%224000000068ce2-7854-50ff64d5c1cbd%22	http://localhost/wuhbet/wp-content/themes/enfold/config-templatebuilder/avia-template-builder/assets/fonts/entypo-fontello.woff?v=3	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/themes/enfold/config-templatebuilder/avia-template-builder/assets/fonts/entypo-fontello30f4.woff	(from http://localhost/wuhbet/)
17:45:17	2292/2292	U-----	200	untouched ('')	text/xml	date:Fri,%2014%20Sep%202018%2013:05:20%20GMT	http://localhost/wuhbet/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwuhbet%2F&format=xml	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/index.php/wp-json/oembed/1.0/embedb5ba	(from http://localhost/wuhbet/)
17:45:17	47332/47332	U-----	200	untouched ('')	application/x-font-ttf	etag:%224000000068ce1-b8e4-50ff660fab203%22	http://localhost/wuhbet/wp-content/themes/enfold/config-templatebuilder/avia-template-builder/assets/fonts/entypo-fontello.ttf?v=3	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/themes/enfold/config-templatebuilder/avia-template-builder/assets/fonts/entypo-fontello30f4.ttf	(from http://localhost/wuhbet/)
17:45:18	302/302	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Sep%202018%2014:45:18%20GMT	http://localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/css/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/css/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from http://localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/css/font-awesome/css/font-awesome.css?ver=4.7.2)
17:45:18	45/45	---M--	405	error ('Method%20Not%20Allowed')	text/plain	date:Sat,%2015%20Sep%202018%2014:45:16%20GMT	http://localhost/wuhbet/xmlrpc.php	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/xmlrpc.php	(from http://localhost/wuhbet/)
17:45:18	116/116	---M--	404	error ('Not%20Found')	application/json	date:Sat,%2015%20Sep%202018%2014:45:14%20GMT	http://localhost/wuhbet/index.php/wp-json/	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/index.php/wp-json/index.html	(from http://localhost/wuhbet/)
17:45:18	112121/112121	U-----	200	untouched ('OK')	image/svg+xml	etag:%224000000068ce0-1b5f9-50ff666968c24%22	http://localhost/wuhbet/wp-content/themes/enfold/config-templatebuilder/avia-template-builder/assets/fonts/entypo-fontello.svg?v=3	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/themes/enfold/config-templatebuilder/avia-template-builder/assets/fonts/entypo-fontello30f4.svg	(from http://localhost/wuhbet/)
17:45:18	302/302	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Sep%202018%2014:45:18%20GMT	http://localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/css/font-awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/css/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/css/font-awesome/css/font-awesome.css?ver=4.7.2)
17:45:18	35639/35639	U-----	200	untouched ('')	image/png	etag:%227000000069d01-8b37-575ce51653692%22	http://localhost/wuhbet/wp-content/uploads/2018/09/download-300x104.png	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/uploads/2018/09/download-300x104.png	(from http://localhost/wuhbet/)
17:45:18	302/302	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Sep%202018%2014:45:18%20GMT	http://localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/css/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/css/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from http://localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/css/font-awesome/css/font-awesome.css?ver=4.7.2)
17:45:20	25513/25513	U--MC-	200	updated ('OK')	text/html	date:Sat,%2015%20Sep%202018%2014:45:19%20GMT	http://localhost/wuhbet/index.php/contact-me/	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/index.php/contact-me/index.html	(from http://localhost/wuhbet/)
17:45:21	21114/21114	U--MC-	200	updated ('OK')	text/html	date:Sat,%2015%20Sep%202018%2014:45:19%20GMT	http://localhost/wuhbet/index.php/my-experiences/	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/index.php/my-experiences/index.html	(from http://localhost/wuhbet/)
17:45:23	25450/25450	U--MC-	200	updated ('OK')	text/html	date:Sat,%2015%20Sep%202018%2014:45:19%20GMT	http://localhost/wuhbet/index.php/about-me/	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/index.php/about-me/index.html	(from http://localhost/wuhbet/)
17:45:24	37392/37392	U--MC-	200	updated ('OK')	text/html	date:Sat,%2015%20Sep%202018%2014:45:19%20GMT	http://localhost/wuhbet/index.php/my-experiences/introduction-to-html5/	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/index.php/my-experiences/introduction-to-html5/index.html	(from http://localhost/wuhbet/)
17:45:26	21999/21999	U--MC-	200	updated ('OK')	text/html	date:Sat,%2015%20Sep%202018%2014:45:21%20GMT	http://localhost/wuhbet/index.php/my-experiences/visual-designing/	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/index.php/my-experiences/visual-designing/index.html	(from http://localhost/wuhbet/)
17:45:27	28924/28924	U--MC-	200	updated ('OK')	text/html	date:Sat,%2015%20Sep%202018%2014:45:23%20GMT	http://localhost/wuhbet/index.php/my-experiences/wordpress-web-desinging/	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/index.php/my-experiences/wordpress-web-desinging/index.html	(from http://localhost/wuhbet/)
17:45:27	34391/34391	U--MC-	200	updated ('OK')	text/html	date:Sat,%2015%20Sep%202018%2014:45:21%20GMT	http://localhost/wuhbet/index.php/my-experiences/leadership-development/	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/index.php/my-experiences/leadership-development/index.html	(from http://localhost/wuhbet/)
17:45:27	15079/15079	U-----	200	untouched ('')	image/jpeg	etag:%22a000000069ead-3ae7-575d1a5c4a9ce%22	http://localhost/wuhbet/wp-content/uploads/2018/09/modihjtrml-300x197.jpg	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/uploads/2018/09/modihjtrml-300x197.jpg	(from http://localhost/wuhbet/)
17:45:27	20261/20261	U--MC-	200	updated ('OK')	text/html	date:Sat,%2015%20Sep%202018%2014:45:24%20GMT	http://localhost/wuhbet/?s=	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/index1919.html	(from http://localhost/wuhbet/)
17:45:27	9210/9210	U-----	200	untouched ('')	image/jpeg	etag:%2216000000069ccb-23fa-575d1343d3277%22	http://localhost/wuhbet/wp-content/uploads/2018/09/visual.jpg	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/uploads/2018/09/visual.jpg	(from http://localhost/wuhbet/)
17:45:28	10114/10114	U-----	200	untouched ('')	image/jpeg	etag:%22700000006a96e-2782-575d1b967de48%22	http://localhost/wuhbet/wp-content/uploads/2018/09/modild1-300x197.jpg	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/uploads/2018/09/modild1-300x197.jpg	(from http://localhost/wuhbet/)
17:45:28	12284/12284	U-----	200	untouched ('')	image/jpeg	etag:%22800000006a884-2ffc-575d18ca8bf9e%22	http://localhost/wuhbet/wp-content/uploads/2018/09/copywp1-300x197.jpg	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/uploads/2018/09/copywp1-300x197.jpg	(from http://localhost/wuhbet/)
17:45:29	1004/1004	U-----	200	untouched ('OK')	text/html	date:Fri,%2014%20Sep%202018%2013:05:34%20GMT	http://localhost/wuhbet/wp-content/themes/enfold/	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/themes/enfold/index.html	(from http://localhost/wuhbet/)
17:45:29	14710/14710	U-----	200	untouched ('')	application/javascript	etag:%2240000000699a6-3976-574e3d4ac1980%22	http://localhost/wuhbet/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.0.4	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/plugins/contact-form-7/includes/js/scripts5560.js	(from http://localhost/wuhbet/)
17:45:30	103179/103179	U-----	200	untouched ('')	application/javascript	etag:%224000000068f38-1930b-50ff69b45ca92%22	http://localhost/wuhbet/wp-content/themes/enfold/js/avia.js?ver=3	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/themes/enfold/js/avia592e.js	(from http://localhost/wuhbet/)
17:45:30	21385/21385	U-----	200	untouched ('')	application/javascript	etag:%224000000068f40-5389-50ff65acf3a41%22	http://localhost/wuhbet/wp-content/themes/enfold/js/aviapopup/jquery.magnific-popup.min.js?ver=2	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/themes/enfold/js/aviapopup/jquery.magnific-popup.min77ae.js	(from http://localhost/wuhbet/)
17:45:30	130032/130032	U-----	200	untouched ('')	application/javascript	etag:%224000000068f3a-1fbf0-50ff6a5c09775%22	http://localhost/wuhbet/wp-content/themes/enfold/js/shortcodes.js?ver=3	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/themes/enfold/js/shortcodes592e.js	(from http://localhost/wuhbet/)
17:45:30	1802/1802	U-----	200	untouched ('OK')	text/html	date:Fri,%2014%20Sep%202018%2013:05:34%20GMT	http://localhost/wuhbet/wp-content/themes/enfold/framework/	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/themes/enfold/framework/index.html	(from http://localhost/wuhbet/)
17:45:31	82625/82625	U-----	200	untouched ('')	application/javascript	etag:%2240000000681d2-142c1-537e6dccd4880%22	http://localhost/wuhbet/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=2.22.0	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-includes/js/mediaelement/mediaelement-and-player.min51cd.js	(from http://localhost/wuhbet/)
17:45:31	796/796	U-----	200	untouched ('')	application/javascript	etag:%2240000000681d9-31c-52ceeb353b780%22	http://localhost/wuhbet/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=4.7.2	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-includes/js/mediaelement/wp-mediaelement.mine100.js	(from http://localhost/wuhbet/)
17:45:31	1078/1078	U-----	200	untouched ('')	application/javascript	etag:%22400000006811d-436-524d577143400%22	http://localhost/wuhbet/wp-includes/js/comment-reply.min.js?ver=4.7.2	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-includes/js/comment-reply.mine100.js	(from http://localhost/wuhbet/)
17:45:31	1398/1398	U-----	200	untouched ('')	application/javascript	etag:%22400000006816b-576-541f8014be840%22	http://localhost/wuhbet/wp-includes/js/wp-embed.min.js?ver=4.7.2	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-includes/js/wp-embed.mine100.js	(from http://localhost/wuhbet/)
17:45:32	847/847	U-----	200	untouched ('')	image/gif	etag:%22400000006998b-34f-438473a9c5500%22	http://localhost/wuhbet/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from http://localhost/wuhbet/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.0.4)
17:45:32	294/294	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Sep%202018%2014:45:31%20GMT	http://localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/fonts/glyphicons-halflings-regular.html	(from http://localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/css/ihover.css?ver=4.7.2)
17:45:32	294/294	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Sep%202018%2014:45:31%20GMT	http://localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/fonts/glyphicons-halflings-regulard41d.html	(from http://localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/css/ihover.css?ver=4.7.2)
17:45:32	296/296	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Sep%202018%2014:45:32%20GMT	http://localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/fonts/glyphicons-halflings-regular-2.html	(from http://localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/css/ihover.css?ver=4.7.2)
17:45:32	294/294	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Sep%202018%2014:45:32%20GMT	http://localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/fonts/glyphicons-halflings-regular-4.html	(from http://localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/css/ihover.css?ver=4.7.2)
17:45:32	295/295	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Sep%202018%2014:45:32%20GMT	http://localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/fonts/glyphicons-halflings-regular-3.html	(from http://localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/css/ihover.css?ver=4.7.2)
17:45:32	294/294	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Sep%202018%2014:45:32%20GMT	http://localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/fonts/glyphicons-halflings-regular-5.html	(from http://localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/css/ihover.css?ver=4.7.2)
17:45:34	98024/98024	U-----	200	untouched ('')	application/x-font-woff	etag:%224000000069634-17ee8-5647647f96b00%22	http://localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/css/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/css/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from http://localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/css/font-awesome/css/font-awesome.css?ver=4.7.2)
17:45:35	77160/77160	U-----	200	untouched ('')	text/plain	etag:%224000000069635-12d68-5647647f96b00%22	http://localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/css/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/css/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from http://localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/css/font-awesome/css/font-awesome.css?ver=4.7.2)
17:45:36	4/4	U-----	200	untouched ('OK')	text/html	date:Fri,%2014%20Sep%202018%2013:05:32%20GMT	http://localhost/wuhbet/wp-admin/admin-ajax.php	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-admin/admin-ajax.html	(from http://localhost/wuhbet/)
17:45:36	276/276	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Sep%202018%2014:45:33%20GMT	http://localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/images/bg_header.jpg	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/images/bg_header.html	(from http://localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/css/ihover.css?ver=4.7.2)
17:45:36	444379/444379	U-----	200	untouched ('OK')	image/svg+xml	etag:%224000000069633-6c7db-5647647f96b00%22	http://localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/css/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/estifanos/localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/css/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from http://localhost/wuhbet/wp-content/plugins/mega-addons-for-visual-composer/css/font-awesome/css/font-awesome.css?ver=4.7.2)
